web-scraper-order,web-scraper-start-url,Chaussure,Chaussure-href,type_chaussure,prix,adresse,Image-src
"1739301060-570","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vapor-max-2367152","Chaussures Vapor Max homme","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2910884_uploaded_image1_1611583607.jpg"
"1739301063-571","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-stan-smith-2367155","Baskets Adidas Stan Smith","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4987482_uploaded_image1_1728589310.jpg"
"1739301066-572","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/boots-2367166","Chaussures Boots","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4598167_uploaded_image1_1708174524.jpg"
"1739301069-573","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-2367170","Baskets New balance et Adidas campus","32 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5153222_uploaded_image1_1737841616.jpg"
"1739301072-574","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367602","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739301074-575","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367628","Chaussures homme","25 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5136509_uploaded_image1_1736959053.jpg"
"1739301077-576","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2367694","Chaussures Nike","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5046248_uploaded_image1_1731705008.jpg"
"1739301080-577","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367734","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301082-578","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367842","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301085-579","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367844","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301087-580","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367845","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301090-581","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367848","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301093-582","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367852","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301095-583","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367854","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301098-584","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367856","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301101-585","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2367870","Chaussures homme","22 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5181270_uploaded_image1_1739298996.jpg"
"1739301103-586","https://sn.coinafrique.com/categorie/chaussures-homme?page=113","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2367880","Baskets Nike TN","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4992131_uploaded_image1_1728862310.jpg"
